SALEDATE,SALESTIME,STAFF,INVNO,PLU,PROD,QTY,PRICE,DISCOUNT,TOTAL,MOP,SALESTATUS,COGS,DEPT,TAX1NAME,TAX2NAME,TAX1,TAX2,CH2,PRTFLAG,CLIENT,CITY,STATE,CUSTNO,SUPPLIER,AUTHCODE,PROCESSDAT,ACQREFDAT,RECORDNO,REFNO,COMISSION
6/23/2005,11:16,ABDEL.R.HAYYEH,OP1-1071,AS69Q,"6X9"" AUDIOBAHN 400W",1.00,109.99,0.00,109.99,CASH,SALE,47.51,SPEAKERS,,,8.28,0.00,0.00,FALSE,,,,,,,,,,,
6/23/2005,11:17,ABDEL.R.HAYYEH,OP1-1072,AS69Q,"6X9"" AUDIOBAHN 400W",1.00,109.99,0.00,109.99,CASH,SALE,47.51,SPEAKERS,,,8.28,0.00,0.00,FALSE,,,,,,,,,,,
6/23/2005,15:30,ABDEL.R.HAYYEH,OP1-1063,,PAYMENT ON LAYAWAY #1063,1.00,151.28,0.00,151.28,CASH,PAYMENT,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
6/23/2005,15:31,ABDEL.R.HAYYEH,OP1-1063,,PAYMENT ON LAYAWAY #1063,1.00,10.00,0.00,10.00,CASH,PAYMENT,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
6/23/2005,15:33,ABDEL.R.HAYYEH,OP1-1073,APS25CH,PRESTIGE ALARM W/KEYLESS,1.00,119.99,0.00,0.00,CASH,VOIDED,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
6/23/2005,15:33,ABDEL.R.HAYYEH,OP1-1073,UNKNOWN ITEM,INSTALL ALARM,1.00,30.00,0.00,0.00,CASH,VOIDED,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
6/23/2005,15:33,ABDEL.R.HAYYEH,OP1-1073,UNKNOWN ITEM,APOINTMENT 3:30 PM TURS,1.00,0.00,0.00,0.00,CASH,VOIDED,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
6/23/2005,16:05,ABDEL.R.HAYYEH,OP1-1074,CDXS2210,SONY CD/MP3/F/S,1.00,159.99,10.00,159.99,CASH,SALE DISC,104.00,HEAD UNIT,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
6/23/2005,16:05,ABDEL.R.HAYYEH,OP1-1074,995801,"97-98 EXPEDITION,NAVVY TURBOKI",1.00,17.99,10.00,17.99,CASH,SALE DISC,4.68,INSTALL,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
6/23/2005,16:05,ABDEL.R.HAYYEH,OP1-1074,701770,86 UP FORD TURBOWIRE (MAZDA),1.00,12.99,10.00,12.99,CASH,SALE DISC,1.99,INSTALL,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
6/24/2005,14:02,RANL100,OP1-1076,G7220,AC CORD FOR PS2,1.00,14.99,0.00,14.99,CASH,SALE,1.98,ACCESSORIES,,,6.39,0.00,0.00,FALSE,,,,,,,,,,,
6/24/2005,14:02,RANL100,OP1-1076,GFBW5ANL,ANL FUSE HOLDER,1.00,24.99,0.00,24.99,CASH,SALE,6.99,INSTALL,,,6.39,0.00,0.00,FALSE,,,,,,,,,,,
6/24/2005,14:02,RANL100,OP1-1076,BMS2100,AUDIOPIPE 4 GAGE AMP KIT,1.00,45.00,0.00,45.00,CASH,SALE,13.90,ACCESSORIES,,,6.39,0.00,0.00,FALSE,,,,,,,,,,,
6/24/2005,14:26,ABDEL.R.HAYYEH,OP1-1077,701858,88 GM TURBOWIRE,1.00,11.99,0.00,11.99,CASH,SALE,1.99,INSTALL,,,0.90,0.00,0.00,FALSE,,,,,,,,,,,
6/24/2005,17:58,J. SALMAN,OP1-1078,PAC80,AMP RELAY 80 IF OUT SEE SR80,1.00,29.99,0.00,29.99,CASH,SALE,10.65,ACCESSORIES,,,5.72,0.00,0.00,FALSE,,,,,,,,,,,
6/24/2005,17:58,J. SALMAN,OP1-1078,SNI35,ADJUSTABLE LINE OUT CONVERTOR,1.00,29.99,0.00,29.99,CASH,SALE,6.49,INSTALL,,,5.72,0.00,0.00,FALSE,,,,,,,,,,,
6/24/2005,17:58,J. SALMAN,OP1-1078,UNKNOWN ITEM,MDF WOOD,1.00,10.00,0.00,10.00,CASH,SALE,0.00,,,,5.72,0.00,0.00,FALSE,,,,,,,,,,,
6/24/2005,17:58,J. SALMAN,OP1-1078,UNKNOWN ITEM,REMOTE WIRE,20.00,0.15,0.00,3.00,CASH,SALE,0.00,,,,5.72,0.00,0.00,FALSE,,,,,,,,,,,
6/24/2005,17:58,J. SALMAN,OP1-1078,UNKNOWN ITEM,4GUAGE RING TERMINAL,4.00,0.75,0.00,3.00,CASH,SALE,0.00,,,,5.72,0.00,0.00,FALSE,,,,,,,,,,,
6/25/2005,12:28,ABDEL.R.HAYYEH,OP1-1079,C1.5SD,KOLE 1.5 CAP,1.00,159.99,0.00,159.99,CASH,SALE,61.99,INSTALL,,,13.92,0.00,0.00,FALSE,,,,,,,,,,,
6/25/2005,12:28,ABDEL.R.HAYYEH,OP1-1079,LED,LABOR SCANNER LED,1.00,25.00,0.00,25.00,CASH,SALE,0.00,LABOR,,,13.92,0.00,0.00,FALSE,,,,,,,,,,,
6/25/2005,12:42,ABDEL.R.HAYYEH,OP1-1080,4GR,4 GUAGE POSITIVE,4.00,1.85,0.00,7.40,CASH,SALE,0.00,INSTALL,,,1.11,0.00,0.00,FALSE,,,,,,,,,,,
6/25/2005,12:42,ABDEL.R.HAYYEH,OP1-1080,4GB,4 GUAGE GROUND,4.00,1.85,0.00,7.40,CASH,SALE,0.00,INSTALL,,,1.11,0.00,0.00,FALSE,,,,,,,,,,,
6/25/2005,12:48,ABDEL.R.HAYYEH,OP1-1081,UNKNOWN ITEM,INSTAL CD ACURA LEG 92,1.00,45.00,0.00,45.00,VISA,SALE,0.00,,,,3.39,0.00,0.00,FALSE,,,,,,,,,,,
6/25/2005,12:58,ABDEL.R.HAYYEH,OP1-1082,DS60,KICKER 6,1.00,79.99,0.00,79.99,CASH,SALE,36.00,SPEAKER,,,6.02,0.00,0.00,FALSE,,,,,,,,,,,
6/25/2005,15:31,ABDEL.R.HAYYEH,OP1-1085,MCA2004,MEMPHIS 50X4 MCLASS D AMP,1.00,319.99,0.00,319.99,VISA,SALE,151.80,AMP,,,24.63,0.00,0.00,FALSE,,,,,,,,,,,
6/25/2005,15:31,ABDEL.R.HAYYEH,OP1-1085,12GS,12 GAUGE SPEAKER WIRE,6.00,0.55,0.00,3.30,VISA,SALE,0.00,INSTALL,,,24.63,0.00,0.00,FALSE,,,,,,,,,,,
6/25/2005,15:31,ABDEL.R.HAYYEH,OP1-1085,ISRCA3,RAPTOR 3' RCA,1.00,3.99,0.00,3.99,VISA,SALE,0.99,ACCESSORIES,,,24.63,0.00,0.00,FALSE,,,,,,,,,,,
6/27/2005,13:40,J. SALMAN,OP1-1088,UNKNOWN ITEM,PRO SERCUIT BREAKER,1.00,24.99,0.00,24.99,CASH,SALE,0.00,,,,2.26,0.00,0.00,FALSE,,,,,,,,,,,
6/27/2005,13:40,J. SALMAN,OP1-1088,UNKNOWN ITEM,CONN,2.00,2.50,0.00,5.00,CASH,SALE,0.00,,,,2.26,0.00,0.00,FALSE,,,,,,,,,,,
6/27/2005,16:14,J. SALMAN,OP1-1089,UNKNOWN ITEM,CONN AMP,1.00,25.00,0.00,25.00,MASTERCARD,SALE,0.00,,,,0.56,0.00,0.00,FALSE,,,,,,,,,,,
6/27/2005,16:14,J. SALMAN,OP1-1089,UNKNOWN ITEM,123  8 G R & 8 G B,4.00,0.85,0.00,3.40,MASTERCARD,SALE,0.00,,,,0.56,0.00,0.00,FALSE,,,,,,,,,,,
6/27/2005,16:14,J. SALMAN,OP1-1089,UNKNOWN ITEM,"123 RCA 3""",1.00,3.99,0.00,3.99,MASTERCARD,SALE,0.00,,,,0.56,0.00,0.00,FALSE,,,,,,,,,,,
6/28/2005,14:47,ABDEL.R.HAYYEH,OP1-1090,4GB,4 GUAGE GROUND,4.00,1.85,0.00,7.40,CASH,SALE,0.00,INSTALL,,,3.04,0.00,0.00,FALSE,,,,,,,,,,,
6/28/2005,14:47,ABDEL.R.HAYYEH,OP1-1090,ISRCA3,RAPTOR 3' RCA,1.00,3.99,0.00,3.99,CASH,SALE,0.99,ACCESSORIES,,,3.04,0.00,0.00,FALSE,,,,,,,,,,,
6/28/2005,14:47,ABDEL.R.HAYYEH,OP1-1090,ISRCA3,RAPTOR 3' RCA,1.00,3.99,0.00,3.99,CASH,SALE,0.99,ACCESSORIES,,,3.04,0.00,0.00,FALSE,,,,,,,,,,,
6/28/2005,14:47,ABDEL.R.HAYYEH,OP1-1090,UNKNOWN ITEM,DYOGNOSE SYSEM,1.00,25.00,0.00,25.00,CASH,SALE,0.00,,,,3.04,0.00,0.00,FALSE,,,,,,,,,,,
6/28/2005,16:49,ABDEL.R.HAYYEH,OP1-1091,DS68,KICKER 6 X 8,1.00,79.99,0.00,79.99,CASH,SALE,36.00,SPEAKER,,,10.61,0.00,0.00,FALSE,,,,,,,,,,,
6/28/2005,16:49,ABDEL.R.HAYYEH,OP1-1091,701770,86 UP FORD TURBOWIRE (MAZDA),1.00,15.99,0.00,15.99,CASH,SALE,1.99,INSTALL,,,10.61,0.00,0.00,FALSE,,,,,,,,,,,
6/28/2005,16:49,ABDEL.R.HAYYEH,OP1-1091,UNKNOWN ITEM,INSTALL CD PLAYER,1.00,45.00,0.00,45.00,CASH,SALE,0.00,,,,10.61,0.00,0.00,FALSE,,,,,,,,,,,
6/28/2005,17:15,ABDEL.R.HAYYEH,OP1-1092,UNKNOWN ITEM,SLEEVE,1.00,10.00,0.00,10.00,CASH,SALE,0.00,,,,0.75,0.00,0.00,FALSE,,,,,,,,,,,
6/29/2005,12:18,J. SALMAN,OP1-1094,ISRCA3,RAPTOR 3' RCA,2.00,3.99,0.00,-7.98,CASH,RETURN,-1.98,ACCESSORIES,,,1.62,0.00,0.00,FALSE,,,,,,,,,,,
6/29/2005,12:18,J. SALMAN,OP1-1094,GDB1,1-4GA GRND DISTRIBUTION BLOCK,1.00,14.99,0.00,14.99,CASH,SALE,0.00,INSTALL,,,1.62,0.00,0.00,FALSE,,,,,,,,,,,
6/29/2005,12:18,J. SALMAN,OP1-1094,AGU,FUSE,1.00,2.50,0.00,2.50,CASH,SALE,0.24,INSTALL,,,1.62,0.00,0.00,FALSE,,,,,,,,,,,
6/29/2005,12:18,J. SALMAN,OP1-1094,RHRCAY1,1 FEMALE 2 MALE RCA ADAPTER,2.00,3.99,0.00,7.98,CASH,SALE,0.00,INSTALL,,,1.62,0.00,0.00,FALSE,,,,,,,,,,,
6/29/2005,12:18,J. SALMAN,OP1-1094,UNKNOWN ITEM,FEM &FEM ADP.,2.00,1.99,0.00,3.98,CASH,SALE,0.00,,,,1.62,0.00,0.00,FALSE,,,,,,,,,,,
6/29/2005,12:59,J. SALMAN,OP1-1095,APS25CH,PRESTIGE ALARM W/KEYLESS,1.00,99.99,0.00,99.99,CASH,SALE,40.00,ALARMS,,,7.52,0.00,0.00,FALSE,,,,,,,,,,,
6/29/2005,13:38,J. SALMAN,OP1-1096,AW1051SE,"AUDIOBAHN 10"" DUAL COIL SUB",1.00,69.99,0.00,69.99,CASH,SALE,32.85,SUBS,,,5.27,0.00,0.00,FALSE,,,,,,,,,,,
6/29/2005,13:38,J. SALMAN,OP1-1096,UNKNOWN ITEM,STORE CREDIT,1.00,12.49,0.00,12.49,CASH,CREDIT,0.00,,,,5.27,0.00,0.00,FALSE,,,,,,,,,,,
6/29/2005,15:03,J. SALMAN,OP1-1097,BB199,BASS BLOCKER,2.00,7.99,0.00,15.98,CASH,SALE,3.78,BASS BLOCKER,,,1.95,0.00,0.00,FALSE,,,,,,,,,,,
6/29/2005,15:03,J. SALMAN,OP1-1097,DS60,KICKER 6,1.00,79.99,0.00,79.99,CASH,SALE,36.00,SPEAKER,,,1.95,0.00,0.00,FALSE,,,,,,,,,,,
6/29/2005,15:03,J. SALMAN,OP1-1097,AW1051SE,"AUDIOBAHN 10"" DUAL COIL SUB",1.00,69.99,0.00,-69.99,CASH,RETURN,-32.85,SUBS,,,1.95,0.00,0.00,FALSE,,,,,,,,,,,
6/29/2005,16:01,J. SALMAN,OP1-1100,999000,UNDERDASH MOUNT,1.00,14.99,0.00,14.99,VISA,SALE,6.45,INSTALL,,,1.13,0.00,0.00,FALSE,,,,,,,,,,,
6/29/2005,17:25,J. SALMAN,OP1-1101,UNKNOWN ITEM,"12"" SPACER",2.00,6.00,0.00,12.00,CASH,SALE,0.00,,,,0.90,0.00,0.00,FALSE,,,,,,,,,,,
7/1/2005,17:58,ABDEL.R.HAYYEH,OP1-1103,APS25CH,PRESTIGE ALARM W/KEYLESS,1.00,119.99,0.00,119.99,CASH,SALE,40.00,ALARMS,,,10.53,0.00,0.00,FALSE,,,,,,,,,,,
7/1/2005,17:58,ABDEL.R.HAYYEH,OP1-1103,UNKNOWN ITEM,INSTAL ALARM KEYLES ENTRY,1.00,20.00,0.00,20.00,CASH,SALE,0.00,,,,10.53,0.00,0.00,FALSE,,,,,,,,,,,
7/2/2005,16:19,J. SALMAN,OP1-1105,UNKNOWN ITEM,ACUATER ONE DOOR + CON TO ALAR,1.00,75.00,0.00,75.00,VISA,SALE,0.00,,,,5.64,0.00,0.00,FALSE,,,,,,,,,,,
7/2/2005,16:56,J. SALMAN,OP1-1106,996502,95-99 DODGE STRATUS TURBOKIT,1.00,17.99,0.00,17.99,CASH,SALE,4.39,INSTALL,,,1.35,0.00,0.00,FALSE,,,,,,,,,,,
7/2/2005,17:09,J. SALMAN,OP1-1107,DS60,KICKER 6,1.00,79.99,0.00,79.99,CASH,SALE,36.00,SPEAKER,,,6.02,0.00,0.00,FALSE,,,,,,,,,,,
7/5/2005,17:07,IMAD H,OP1-1108,,PAYMENT ON LAYAWAY #1108,1.00,0.00,0.00,0.00,,LAYAWAY,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/5/2005,18:19,ABDEL.R.H,OP1-1108,,PAYMENT ON LAYAWAY #1108,1.00,124.82,0.00,124.82,CASH,PAYMENT,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/6/2005,18:16,J. S,OP1-1109,PARTYPACK,"ALPHASONIC 10"" SUB BOX / AMP",1.00,179.99,0.00,179.99,CASH,SALE,79.99,SUBS,,,21.07,0.00,0.00,FALSE,,,,,,,,,,,
7/6/2005,18:16,J. S,OP1-1109,KDG110,JVC CD PLAYER,1.00,99.99,0.00,99.99,CASH,SALE,69.00,HEAD UNIT,,,21.07,0.00,0.00,FALSE,,,,,,,,,,,
7/7/2005,16:05,J. S,OP1-1110,UNKNOWN ITEM,AGU 80,2.00,2.49,0.00,4.98,CASH,SALE,0.00,,,,0.37,0.00,0.00,FALSE,,,,,,,,,,,
7/7/2005,17:22,J. S,OP1-1111,UNKNOWN ITEM,AMP FAN,1.00,24.55,0.00,24.55,VISA,SALE,0.00,,,,2.15,0.00,0.00,FALSE,,,,,,,,,,,
7/7/2005,17:22,J. S,OP1-1111,UNKNOWN ITEM,TESTING AMP,1.00,7.00,0.00,7.00,VISA,SALE,0.00,,,,2.15,0.00,0.00,FALSE,,,,,,,,,,,
7/7/2005,17:22,J. S,OP1-1111,UNKNOWN ITEM,BRACES,4.00,1.00,0.00,4.00,VISA,SALE,0.00,,,,2.15,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,11:01,J. S,OP1-1112,UNKNOWN ITEM,INSTALL 2 AMP + BATTRY + SPK,1.00,135.00,0.00,135.00,CASH,SALE,0.00,,,,10.16,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,11:01,J. S,OP1-1112,UNKNOWN ITEM,PRATS WILL BE CHARGED WHEN DON,1.00,0.00,0.00,0.00,CASH,SALE,0.00,,,,10.16,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,17:12,IMAD H,OP1-1113,UNKNOWN ITEM,60 AMP FUSE,1.00,2.49,0.00,2.49,VISA,SALE,0.00,,,,0.19,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,17:45,J. S,OP1-1114,,PAYMENT ON LAYAWAY #1114,1.00,0.00,0.00,0.00,,LAYAWAY,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,18:21,J. S,OP1-1114,,PAYMENT ON LAYAWAY #1114,1.00,120.00,0.00,120.00,CASH,PAYMENT,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,18:22,J. S,OP1-1115,16GS,16 GAUGE SPEAKER WIRE,12.00,0.25,0.00,3.00,CASH,SALE,0.00,INSTALL,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,18:22,J. S,OP1-1115,4GR,4 GUAGE POSITIVE,4.00,1.85,0.00,7.40,CASH,SALE,0.00,INSTALL,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,18:22,J. S,OP1-1115,4GB,4 GUAGE GROUND,4.00,1.85,0.00,7.40,CASH,SALE,0.00,INSTALL,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,18:22,J. S,OP1-1115,8GR,8 GUAGE POSITIVE WIRE,12.00,0.85,0.00,10.20,CASH,SALE,0.00,INSTALL,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,18:22,J. S,OP1-1115,8GB,8 GUAGE GROUND,12.00,0.85,0.00,10.20,CASH,SALE,0.00,INSTALL,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,18:22,J. S,OP1-1115,ISRCA17,GOLD TIP RCA 17',1.00,7.04,0.00,7.04,CASH,SALE,1.69,ACCESSORIES,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,18:22,J. S,OP1-1115,SCB150,STINGER 150A CIRCUIT BRAKER,1.00,49.99,0.00,49.99,CASH,SALE,21.95,ACCESSORIES,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,18:22,J. S,OP1-1115,NBRCAY1,RAPTURE Y  SHAPE 1F 2M,2.00,3.99,0.00,7.98,CASH,SALE,1.98,RAC,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/8/2005,18:22,J. S,OP1-1115,UNKNOWN ITEM,RING TERMINAL,5.00,1.50,0.00,7.50,CASH,SALE,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/9/2005,12:51,ABDEL.R.H,OP1-1116,AS96Q,AUDIOBAHN 6X9 2WAY,1.00,89.99,12.00,79.19,CASH,SALE DISC,89.99,SPEAKER,,,5.96,0.00,0.00,FALSE,,,,,,,,,,,
7/9/2005,12:52,ABDEL.R.H,OP1-1117,AS96Q,AUDIOBAHN 6X9 2WAY,1.00,89.99,12.00,79.19,CASH,SALE DISC,89.99,SPEAKER,,,5.96,0.00,0.00,FALSE,,,,,,,,,,,
7/9/2005,12:53,ABDEL.R.H,OP1-1118,AS96Q,AUDIOBAHN 6X9 2WAY,1.00,89.99,0.00,89.99,CASH,SALE,89.99,SPEAKER,,,6.77,0.00,0.00,FALSE,,,,,,,,,,,
7/9/2005,16:12,ABDEL.R.H,OP1-1119,996500,74 UP CHEVY/FORD/JEEP,1.00,15.99,0.00,15.99,CASH,SALE,4.05,INSTALL,,,2.33,0.00,0.00,FALSE,,,,,,,,,,,
7/9/2005,16:12,ABDEL.R.H,OP1-1119,701817,85 UP CHYSLER,1.00,14.99,0.00,14.99,CASH,SALE,1.99,INSTALL,,,2.33,0.00,0.00,FALSE,,,,,,,,,,,
7/9/2005,17:17,ABDEL.R.H,OP1-1120,DS60,KICKER 6,1.00,79.99,13.00,69.59,CASH,SALE DISC,36.00,SPEAKER,,,8.18,0.00,0.00,FALSE,,,,,,,,,,,
7/9/2005,17:17,ABDEL.R.H,OP1-1120,UNKNOWN ITEM,INSTAL DOOR SPKRS,1.00,45.00,13.00,45.00,CASH,SALE DISC,0.00,,,,8.18,0.00,0.00,FALSE,,,,,,,,,,,
7/11/2005,12:21,J.SALMANN,OP1-1124,,PAYMENT ON LAYAWAY #1124,1.00,0.00,0.00,0.00,,LAYAWAY,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/12/2005,16:00,A.HAYYEYY,OP1-1127,TSA4670R,PIONEER 4X63WAY,1.00,89.99,0.00,89.99,CASH,SALE,44.00,SPKR,,,7.37,0.00,0.00,FALSE,,,,,,,,,,,
7/12/2005,16:00,A.HAYYEYY,OP1-1127,UNKNOWN ITEM,CR FOR OLD MEMPHIS 4X6,1.00,15.00,0.00,15.00,CASH,CREDIT,0.00,,,,7.37,0.00,0.00,FALSE,,,,,,,,,,,
7/12/2005,16:00,A.HAYYEYY,OP1-1127,BB133,BASS BLOCKER,1.00,7.99,0.00,7.99,CASH,SALE,1.45,BASS BLOCKER,,,7.37,0.00,0.00,FALSE,,,,,,,,,,,
7/12/2005,18:30,A.HAYYEYY,OP1-1128,1501SOL,"SINGLE SOLOBARIC 15""",1.00,119.99,0.00,119.99,CASH,SALE,35.00,BOXES,,,9.03,0.00,0.00,FALSE,,,,,,,,,,,
7/12/2005,18:30,A.HAYYEYY,OP1-1128,UNKNOWN ITEM,CDISCOUNT,1.00,15.00,0.00,15.00,CASH,CREDIT,0.00,,,,9.03,0.00,0.00,FALSE,,,,,,,,,,,
7/13/2005,10:26,J.SALMANN,OP1-1129,,PAYMENT ON LAYAWAY #1129,1.00,0.00,0.00,0.00,,LAYAWAY,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/13/2005,13:04,J.SALMANN,OP1-1130,UNKNOWN ITEM,KEYLESS ALARM INSTALLED,1.00,139.99,0.00,139.99,CASH,SALE,0.00,,,,10.53,0.00,0.00,FALSE,,,,,,,,,,,
7/13/2005,17:43,J.SALMANN,OP1-1132,UNKNOWN ITEM,LAYAWAY #OP11037,1.00,225.00,0.00,225.00,CASH,SALE,0.00,,,,18.06,0.00,0.00,FALSE,,,,,,,,,,,
7/13/2005,17:43,J.SALMANN,OP1-1132,44EC144,"144"" ANTENNA EXTENSION",1.00,14.99,0.00,14.99,CASH,SALE,1.95,INSTALL,,,18.06,0.00,0.00,FALSE,,,,,,,,,,,
7/13/2005,17:50,J.SALMANN,OP1-1133,994544,82 UP GM MULTI KIT W/ EQ,1.00,225.00,0.00,-225.00,CASH,RETURN,-5.42,INSTALL,,,-1.13,0.00,0.00,FALSE,,,,,,,,,,,
7/13/2005,17:50,J.SALMANN,OP1-1133,UNKNOWN ITEM,LAYAWAY # OP11037,1.00,210.00,0.00,210.00,CASH,SALE,0.00,,,,-1.13,0.00,0.00,FALSE,,,,,,,,,,,
7/14/2005,18:05,A.HAYYEYY,OP1-1135,BB133,BASS BLOCKER,1.00,7.99,0.00,7.99,CASH,SALE,1.45,BASS BLOCKER,,,0.60,0.00,0.00,FALSE,,,,,,,,,,,
7/14/2005,18:06,A.HAYYEYY,OP1-1136,BB133,BASS BLOCKER,1.00,7.99,0.00,7.99,CASH,SALE,1.45,BASS BLOCKER,,,0.60,0.00,0.00,FALSE,,,,,,,,,,,
7/14/2005,18:06,A.HAYYEYY,OP1-1137,BB133,BASS BLOCKER,1.00,7.99,0.00,7.99,CASH,SALE,1.45,BASS BLOCKER,,,0.60,0.00,0.00,FALSE,,,,,,,,,,,
7/14/2005,18:07,A.HAYYEYY,OP1-1138,BB133,BASS BLOCKER,1.00,7.99,0.00,7.99,CASH,SALE,1.45,BASS BLOCKER,,,0.60,0.00,0.00,FALSE,,,,,,,,,,,
7/14/2005,18:08,A.HAYYEYY,OP1-1139,BB133,BASS BLOCKER,1.00,7.99,0.00,7.99,CASH,SALE,1.45,BASS BLOCKER,,,0.60,0.00,0.00,FALSE,,,,,,,,,,,
7/14/2005,18:09,A.HAYYEYY,OP1-1140,BB133,BASS BLOCKER,1.00,7.99,0.00,7.99,CASH,SALE,1.45,BASS BLOCKER,,,0.60,0.00,0.00,FALSE,,,,,,,,,,,
7/14/2005,18:48,ABDEL. HAYYEH,OP1-1141,UNKNOWN ITEM,123,1.00,1.00,0.00,1.00,CASH,SALE,0.00,,,,0.08,0.00,0.00,FALSE,,,,,,,,,,,
7/15/2005,14:52,J.SALMANN,OP1-1142,BB199,BASS BLOCKER,2.00,7.99,0.00,15.98,VISA,SALE,3.78,BASS BLOCKER,,,7.97,0.00,0.00,FALSE,,,,,,,,,,,
7/15/2005,14:52,J.SALMANN,OP1-1142,KS46,KICKER 4 X 6,1.00,89.99,0.00,89.99,VISA,SALE,41.00,SPEAKER,,,7.97,0.00,0.00,FALSE,,,,,,,,,,,
7/18/2005,15:21,J.SALMANN,OP1-1143,AS68Q,"5X7"" AUDIOBAHN 200W",2.00,79.99,0.00,159.98,VISA,SALE,70.60,SPEAKERS,,,12.04,0.00,0.00,FALSE,,,,,,,,,,,
7/19/2005,15:31,ABDEL. HAYYEH,OP1-1145,,PAYMENT ON LAYAWAY #1145,1.00,0.00,0.00,0.00,,LAYAWAY,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/19/2005,15:34,ABDEL. HAYYEH,OP1-1146,701721,98 UP HONDA/ACURA TURBOWIRE,1.00,14.99,0.00,14.99,MASTERCARD,SALE,1.99,INSTALL,,,1.13,0.00,0.00,FALSE,,,,,,,,,,,
7/19/2005,16:25,ABDEL. HAYYEH,OP1-1147,8GR,8 GUAGE POSITIVE WIRE,2.00,0.85,0.00,1.70,CASH,SALE,0.00,INSTALL,,,0.26,0.00,0.00,FALSE,,,,,,,,,,,
7/19/2005,16:25,ABDEL. HAYYEH,OP1-1147,8GB,8 GUAGE GROUND,2.00,0.85,0.00,1.70,CASH,SALE,0.00,INSTALL,,,0.26,0.00,0.00,FALSE,,,,,,,,,,,
7/19/2005,16:38,ABDEL. HAYYEH,OP1-1148,UNKNOWN ITEM,10.4 TV SCREEN,1.00,599.99,0.00,0.00,CASH,VOIDED,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/19/2005,16:38,ABDEL. HAYYEH,OP1-1148,UNKNOWN ITEM,KDAV1 JVC SCR TV,1.00,599.99,0.00,0.00,CASH,VOIDED,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/19/2005,16:38,ABDEL. HAYYEH,OP1-1148,SDVD180T,SOUND STORM DVD W/TV TUNER,1.00,229.99,0.00,0.00,CASH,VOIDED,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/19/2005,16:38,ABDEL. HAYYEH,OP1-1148,PLVWAN1,ANTENNA,1.00,49.99,0.00,0.00,CASH,VOIDED,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/19/2005,16:38,ABDEL. HAYYEH,OP1-1148,995802,95 UP FORD MAZDA TRUCK TURBOKI,1.00,17.99,0.00,0.00,CASH,VOIDED,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/19/2005,16:38,ABDEL. HAYYEH,OP1-1148,701771,98 UP FORD TURBOWIRE,1.00,15.99,0.00,0.00,CASH,VOIDED,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/19/2005,16:38,ABDEL. HAYYEH,OP1-1148,UNKNOWN ITEM,"IINSTAL DVD/TVTUNER/10""FLIP/JV",1.00,220.00,0.00,0.00,CASH,VOIDED,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
7/19/2005,16:48,ABDEL. HAYYEH,OP1-1148,,PAYMENT ON LAYAWAY #1148,1.00,0.00,0.00,0.00,,LAYAWAY,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
